ID Empleado,Función,Departamento,Unidad,Educación,Género,Tipo de Trabajo,Modalidad,Fecha Contratación,Estatus,Fecha Baja
746,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2013-10-17,Inactivo,2019-08-13
747,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2013-10-18,Activo,
748,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2013-10-18,Activo,
749,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-10-20,Inactivo,2017-02-19
750,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-10-20,Inactivo,2017-04-22
751,Administrativa,Logistica,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2013-10-20,Activo,
752,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2013-10-22,Inactivo,2020-09-14
753,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-10-23,Activo,
754,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Tiempo Completo,Remoto,2013-10-24,Inactivo,2017-08-09
755,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Tiempo Completo,Presencial,2013-10-25,Inactivo,2018-11-03
756,Administrativa,Ventas y Marketing,Jalisco,Con Grado,Hombre,Parcial,Remoto,2013-10-26,Inactivo,2020-05-04
757,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Tiempo Completo,Remoto,2013-10-29,Activo,
758,Administrativa,Ventas y Marketing,Baja California,Con Grado,Hombre,Medio Tiempo,Remoto,2013-10-30,Inactivo,2014-10-27
759,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2013-10-30,Inactivo,2018-11-13
760,Operativa,Ingeniería y Tecnología,Baja California,Posgrado,Mujer,Tiempo Completo,Presencial,2013-10-31,Activo,
761,Administrativa,Logistica,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-11-02,Inactivo,2019-04-10
762,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2013-11-04,Inactivo,2018-07-21
763,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2013-11-05,Inactivo,2019-08-06
764,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2013-11-09,Inactivo,2015-05-25
765,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-11-09,Activo,
766,Administrativa,Ventas y Marketing,Baja California,Con Grado,Mujer,Medio Tiempo,Remoto,2013-11-12,Activo,
767,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Remoto,2013-11-15,Inactivo,2020-07-27
768,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Mujer,Tiempo Completo,Presencial,2013-11-16,Inactivo,2017-01-26
769,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2013-11-16,Activo,
770,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Mujer,Tiempo Completo,Remoto,2013-11-17,Inactivo,2015-12-20
771,Administrativa,Logistica,Estado de México,Sin Grado,Mujer,Tiempo Completo,Presencial,2013-11-18,Inactivo,2016-12-13
772,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2013-11-20,Inactivo,2020-01-31
773,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2013-11-22,Inactivo,2017-04-20
774,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Presencial,2013-11-24,Inactivo,2017-04-23
775,Administrativa,Logistica,Estado de México,Sin Grado,Mujer,Tiempo Completo,Presencial,2013-11-24,Activo,
776,Administrativa,Finanzas y Contabilidad,Baja California,Posgrado,Mujer,Medio Tiempo,Presencial,2013-11-25,Inactivo,2016-12-25
777,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-11-25,Activo,
778,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Parcial,Remoto,2013-11-25,Activo,
779,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Presencial,2013-11-28,Activo,
780,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2013-11-29,Inactivo,2016-03-31
781,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Hombre,Medio Tiempo,Presencial,2013-11-29,Inactivo,2018-05-18
782,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-11-29,Inactivo,2020-04-03
783,Operativa,Ingeniería y Tecnología,Nuevo León,Posgrado,Mujer,Tiempo Completo,Remoto,2013-11-29,Activo,
784,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Presencial,2013-11-30,Activo,
785,Administrativa,Servicio a cliente,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2013-11-30,Activo,
786,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2013-12-01,Activo,
787,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-12-01,Activo,
788,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Parcial,Presencial,2013-12-01,Activo,
789,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2013-12-02,Activo,
790,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-12-03,Inactivo,2017-11-11
791,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Mujer,Tiempo Completo,Remoto,2013-12-04,Inactivo,2015-02-24
792,Administrativa,Ventas y Marketing,Jalisco,Con Grado,Hombre,Tiempo Completo,Remoto,2013-12-05,Inactivo,2017-12-16
793,Administrativa,Logistica,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2013-12-05,Activo,
794,Operativa,Ingeniería y Tecnología,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2013-12-07,Activo,
795,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2013-12-08,Activo,
796,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-12-09,Inactivo,2014-10-16
797,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2013-12-09,Inactivo,2020-05-03
798,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2013-12-12,Activo,
799,Administrativa,Logistica,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2013-12-12,Activo,
800,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2013-12-13,Activo,
801,Administrativa,Logistica,Baja California,Con Grado,Mujer,Parcial,Presencial,2013-12-18,Activo,
802,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-12-20,Inactivo,2017-10-26
803,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2013-12-21,Activo,
804,Administrativa,Gerencia y Estrategia,Baja California,Con Grado,Hombre,Tiempo Completo,Remoto,2013-12-22,Inactivo,2015-01-24
805,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Tiempo Completo,Remoto,2013-12-22,Inactivo,2016-08-08
806,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2013-12-23,Inactivo,2018-09-01
807,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2013-12-23,Activo,
808,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2013-12-24,Inactivo,2018-05-23
809,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2013-12-24,Activo,
810,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2013-12-25,Inactivo,2017-12-03
811,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2013-12-26,Inactivo,2015-01-25
812,Administrativa,Servicio a cliente,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2013-12-26,Activo,
813,Administrativa,Ventas y Marketing,Baja California,Con Grado,Mujer,Parcial,Remoto,2013-12-26,Activo,
814,Administrativa,Ventas y Marketing,Jalisco,Con Grado,Mujer,Tiempo Completo,Remoto,2013-12-28,Inactivo,2017-11-28
815,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-12-29,Inactivo,2017-06-16
816,Administrativa,Logistica,Estado de México,Sin Grado,Mujer,Medio Tiempo,Remoto,2013-12-29,Inactivo,2020-06-29
817,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2014-01-01,Inactivo,2015-09-04
818,Administrativa,Recursos Humanos,Jalisco,Con Grado,Hombre,Tiempo Completo,Remoto,2014-01-02,Inactivo,2020-09-21
819,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2014-01-03,Activo,
820,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Parcial,Presencial,2014-01-03,Activo,
821,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Mujer,Tiempo Completo,Remoto,2014-01-04,Inactivo,2014-10-17
822,Administrativa,Gerencia y Estrategia,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2014-01-04,Activo,
823,Administrativa,Logistica,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Remoto,2014-01-05,Inactivo,2016-05-24
824,Administrativa,Ventas y Marketing,Nuevo León,Con Grado,Hombre,Tiempo Completo,Remoto,2014-01-05,Inactivo,2016-10-29
825,Administrativa,Recursos Humanos,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2014-01-05,Activo,
826,Administrativa,Ventas y Marketing,Jalisco,Con Grado,Hombre,Medio Tiempo,Remoto,2014-01-07,Activo,
827,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2014-01-07,Activo,
828,Operativa,Ingeniería y Tecnología,Nuevo León,Posgrado,Mujer,Medio Tiempo,Presencial,2014-01-08,Activo,
829,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-01-10,Inactivo,2016-02-07
830,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-01-11,Activo,
831,Administrativa,Recursos Humanos,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2014-01-13,Inactivo,2019-06-27
832,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-01-14,Inactivo,2017-01-20
833,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Mujer,Parcial,Remoto,2014-01-15,Inactivo,2016-07-19
834,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-01-15,Activo,
835,Administrativa,Ventas y Marketing,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2014-01-16,Activo,
836,Administrativa,Ventas y Marketing,Baja California,Con Grado,Mujer,Medio Tiempo,Remoto,2014-01-17,Inactivo,2015-10-28
837,Administrativa,Finanzas y Contabilidad,Jalisco,Con Grado,Mujer,Medio Tiempo,Presencial,2014-01-17,Inactivo,2015-12-17
838,Administrativa,Recursos Humanos,Baja California,Con Grado,Hombre,Parcial,Remoto,2014-01-17,Inactivo,2019-08-31
839,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Medio Tiempo,Remoto,2014-01-17,Activo,
840,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2014-01-18,Inactivo,2019-10-27
841,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2014-01-19,Inactivo,2014-08-06
842,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-01-19,Inactivo,2018-09-20
843,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2014-01-20,Activo,
844,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-01-20,Activo,
845,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Medio Tiempo,Remoto,2014-01-21,Activo,
846,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Hombre,Tiempo Completo,Remoto,2014-01-22,Inactivo,2020-09-04
847,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Mujer,Medio Tiempo,Presencial,2014-01-22,Activo,
848,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2014-01-23,Inactivo,2014-12-08
849,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Parcial,Remoto,2014-01-24,Inactivo,2016-10-06
850,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2014-01-24,Activo,
851,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-01-25,Inactivo,2018-04-14
852,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-01-26,Activo,
853,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-01-29,Activo,
854,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2014-01-30,Inactivo,2015-07-08
855,Administrativa,Logistica,Jalisco,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-01-30,Inactivo,2018-10-28
856,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Mujer,Tiempo Completo,Remoto,2014-01-31,Inactivo,2019-11-17
857,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Medio Tiempo,Presencial,2014-01-31,Activo,
858,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-02-01,Activo,
859,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Tiempo Completo,Remoto,2014-02-02,Activo,
860,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-02-03,Inactivo,2017-11-25
861,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2014-02-03,Activo,
862,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Remoto,2014-02-03,Activo,
863,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-02-04,Inactivo,2020-07-17
864,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2014-02-04,Activo,
865,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2014-02-05,Inactivo,2017-03-01
866,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-02-06,Activo,
867,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Remoto,2014-02-09,Activo,
868,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-02-09,Activo,
869,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Tiempo Completo,Remoto,2014-02-11,Activo,
870,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Mujer,Parcial,Remoto,2014-02-12,Inactivo,2015-10-02
871,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2014-02-14,Inactivo,2018-12-03
872,Operativa,Ingeniería y Tecnología,Nuevo León,Posgrado,Mujer,Tiempo Completo,Presencial,2014-02-16,Activo,
873,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-02-18,Inactivo,2014-06-03
874,Administrativa,Logistica,Jalisco,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-02-18,Activo,
875,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-02-18,Activo,
876,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2014-02-19,Inactivo,2014-12-08
877,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Hombre,Medio Tiempo,Remoto,2014-02-19,Inactivo,2018-05-23
878,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2014-02-24,Activo,
879,Administrativa,Recursos Humanos,Nuevo León,Posgrado,Mujer,Tiempo Completo,Presencial,2014-02-25,Inactivo,2020-02-15
880,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2014-02-25,Activo,
881,Administrativa,Finanzas y Contabilidad,Estado de México,Posgrado,Mujer,Parcial,Remoto,2014-02-27,Inactivo,2020-03-04
882,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2014-02-27,Activo,
883,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Mujer,Medio Tiempo,Presencial,2014-02-28,Inactivo,2015-01-18
884,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2014-02-28,Inactivo,2017-07-13
885,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2014-03-01,Activo,
886,Administrativa,Servicio a cliente,Jalisco,Con Grado,Mujer,Tiempo Completo,Remoto,2014-03-02,Inactivo,2018-03-05
887,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2014-03-02,Activo,
888,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-03-03,Activo,
889,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Parcial,Presencial,2014-03-04,Inactivo,2015-12-19
890,Operativa,Ingeniería y Tecnología,Nuevo León,Posgrado,Hombre,Medio Tiempo,Remoto,2014-03-04,Activo,
891,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-03-07,Inactivo,2017-10-05
892,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2014-03-07,Inactivo,2019-12-05
893,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Mujer,Medio Tiempo,Presencial,2014-03-07,Activo,
894,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-03-07,Activo,
895,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-03-08,Inactivo,2017-08-13
896,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Parcial,Presencial,2014-03-09,Activo,
897,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-03-09,Activo,
898,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Hombre,Tiempo Completo,Remoto,2014-03-11,Activo,
899,Administrativa,Logistica,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2014-03-12,Activo,
900,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-03-13,Inactivo,2020-11-12
901,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2014-03-13,Activo,
902,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-03-13,Activo,
903,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2014-03-15,Activo,
904,Administrativa,Logistica,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2014-03-15,Activo,
905,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-03-16,Inactivo,2015-08-19
906,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Parcial,Remoto,2014-03-17,Inactivo,2015-08-07
907,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2014-03-18,Inactivo,2019-11-30
908,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Remoto,2014-03-19,Activo,
909,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-03-20,Inactivo,2014-11-26
910,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-03-20,Inactivo,2017-07-03
911,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-03-22,Inactivo,2020-03-17
912,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Mujer,Tiempo Completo,Presencial,2014-03-24,Inactivo,2020-03-23
913,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Parcial,Presencial,2014-03-24,Activo,
914,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-03-25,Inactivo,2018-06-11
915,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2014-03-25,Activo,
916,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-03-25,Activo,
917,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2014-03-26,Activo,
918,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Remoto,2014-03-27,Inactivo,2018-03-26
919,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2014-03-27,Activo,
920,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-03-27,Activo,
921,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Medio Tiempo,Remoto,2014-03-30,Inactivo,2020-05-10
922,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Remoto,2014-03-30,Activo,
923,Administrativa,Ventas y Marketing,Baja California,Con Grado,Mujer,Medio Tiempo,Remoto,2014-03-30,Activo,
924,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-03-31,Inactivo,2018-01-19
925,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2014-03-31,Inactivo,2020-09-04
926,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-04-01,Activo,
927,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-04-02,Inactivo,2014-07-29
928,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Presencial,2014-04-02,Inactivo,2016-07-28
929,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Mujer,Tiempo Completo,Remoto,2014-04-02,Activo,
930,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-04-03,Inactivo,2019-08-25
931,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-04-03,Activo,
932,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-04-04,Activo,
933,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2014-04-05,Inactivo,2018-07-27
934,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-04-06,Inactivo,2020-10-22
935,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-04-06,Activo,
936,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2014-04-07,Activo,
937,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Parcial,Presencial,2014-04-08,Activo,
938,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2014-04-09,Inactivo,2017-12-24
939,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2014-04-09,Activo,
940,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-04-10,Activo,
941,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Remoto,2014-04-11,Inactivo,2014-06-06
942,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2014-04-11,Inactivo,2018-07-27
943,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-04-12,Inactivo,2014-06-24
944,Administrativa,Servicio a cliente,Baja California,Con Grado,Hombre,Medio Tiempo,Remoto,2014-04-12,Activo,
945,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-04-17,Inactivo,2015-04-08
946,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Parcial,Remoto,2014-04-17,Activo,
947,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-04-17,Activo,
948,Administrativa,Ventas y Marketing,Nuevo León,Con Grado,Mujer,Tiempo Completo,Remoto,2014-04-22,Inactivo,2019-08-11
949,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2014-04-22,Activo,
950,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2014-04-23,Activo,
951,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2014-04-23,Activo,
952,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-04-23,Activo,
953,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-04-23,Activo,
954,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-04-24,Inactivo,2016-06-02
955,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Parcial,Presencial,2014-04-25,Inactivo,2018-04-28
956,Administrativa,Finanzas y Contabilidad,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2014-04-25,Activo,
957,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2014-04-26,Activo,
958,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2014-04-27,Activo,
